symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
BBAS,OP,P,35.62,900,4.021495819,BRL,1,2021-7-12
BRAP4,OP,C,50,1100,3.130525112,BRL,1,2022-1-1
JBSS3,OP,C,37.98,-700,0.1893190145,BRL,1,2021-7-12
VIVT3,OP,C,51.13,7000,0.5430268049,BRL,1,2021-7-12
VALE3,OP,P,69.61,-10000,5.176113605,BRL,1,2022-4-4
TAEE11,OP,C,37,25700,1.005676389,BRL,1,2022-1-1
BRAP4,OP,P,47,2000,1.422919393,BRL,1,2022-1-1
USIM5,OP,P,12.57,11400,0.3126666844,BRL,1,2021-7-12
AAPL,OP,P,126.25,-2141,0.492046833,USD,100,2022-1-1
PETR4,OP,C,34.74,-37100,0.05237942562,BRL,1,2021-7-12
MGLU3,OP,P,23.74,1500,16.64575005,BRL,1,2021-7-12
BBDC4,OP,C,22.14,271060,0.08040846884,BRL,1,2021-7-12
ITUB4,OP,P,21.91,12900,0.42590487,BRL,1,2021-7-12
MGLU3,OP,P,7.49,-9600,0.9654176235,BRL,1,2022-1-1
VIIA3,OP,P,7.3,13000,2.056121111,BRL,1,2021-7-12
PCAR3,OP,C,29,3700,0.0146941347,BRL,1,2021-7-12
VALE3,OP,C,82.47,28600,0.9078944325,BRL,1,2022-1-1
VALE3,OP,C,99.47,-197300,0.01806717366,BRL,1,2021-7-12
CYRE3,OP,C,14.41,-19100,0.3501403928,BRL,1,2021-7-12
USIM5,OP,P,16.82,78200,3.279586077,BRL,1,2021-7-12
BOVA,OP,C,124,-43942,0.06998924911,BRL,1,2022-1-1
MGLU3,OP,P,11.99,1900,4.880603313,BRL,1,2022-1-1
MRFG,OP,P,23.1,-15000,1.506619096,BRL,1,2021-7-12
MGLU3,OP,C,17.24,21200,0.002706292318,BRL,1,2021-7-12
CMIG4,OP,C,12.5,11200,0.7478244305,BRL,1,2021-7-12
USIM5,OP,C,13.32,-82700,0.8151963353,BRL,1,2021-7-12
B3SA3,OP,C,11.6,48600,0.5822819471,BRL,1,2022-1-1
ABEV,OP,C,18.07,291300,0.02876914665,BRL,1,2021-7-12
BRFS3,OP,C,25.5,-9600,0.01272359304,BRL,1,2021-7-12
MGLU3,OP,C,15.49,300,0.02123638056,BRL,1,2022-1-1
GOAU4,OP,P,11.01,22200,0.4929667115,BRL,1,2021-7-12
B3SA3,OP,C,12.1,-63200,0.3942447007,BRL,1,2022-1-1
ITSA4,OP,C,11.47,2900,0.00154156459,BRL,1,2021-7-12
YDUQ3,OP,P,24.5,1200,3.242708445,BRL,1,2022-1-1
ITUB4,OP,C,26.74,3400,0.09710491449,BRL,1,2022-1-1
USIM5,OP,P,9.76,-5200,0.1354320794,BRL,1,2022-1-1
VALE3,OP,C,123.47,2400,0.03375899419,BRL,1,2022-1-1
B3SA3,OP,C,15.1,5700,0.03629314154,BRL,1,2022-1-1
BBAS,OP,P,29.12,32100,0.2872243822,BRL,1,2021-7-12
PETR4,OP,C,27.1,-28900,3.479226589,BRL,1,2022-1-1
PCAR3,OP,C,23,-600,0.4746905863,BRL,1,2021-7-12
VIIA3,OP,P,17.5,5300,12.19175434,BRL,1,2021-7-12
BRAP4,OP,P,46.16,-2300,0.5711948872,BRL,1,2021-7-12
BRKM5,OP,P,51,8400,1.469104886,BRL,1,2021-7-12
VALE3,OP,C,55.47,-2100,15.39965725,BRL,1,2021-7-12
PETR4,OP,C,34.6,38300,0.3075966537,BRL,1,2022-1-1
EMBR3,OP,P,20.5,-10800,2.441071272,BRL,1,2021-7-12
EQTL,OP,C,26.03,11100,0.01794740744,BRL,1,2021-7-12
B3SA3,OP,C,13.32,-900,0.2476190627,BRL,1,2022-8-2
CIEL3,OP,P,2.46,252500,0.4599829316,BRL,1,2022-1-1
KLBN11,OP,C,23.9,63600,0.9644390941,BRL,1,2021-7-12
VALE3,OP,C,100.47,-800,0.09929482639,BRL,1,2022-1-1
BBAS,OP,C,28.96,5200,3.608771086,BRL,1,2022-1-1
B3SA3,OP,P,12.1,-30500,1.20969522,BRL,1,2022-1-1
VALE3,OP,P,33.47,-56200,0.008121635765,BRL,1,2021-7-12
VIIA3,OP,P,5.3,-61700,0.3675805628,BRL,1,2021-7-12
EQTL,OP,C,26,8000,0.2066174597,BRL,1,2022-1-1
B3SA3,OP,P,17.31,2800,6.108051777,BRL,1,2021-7-12
MGLU3,OP,C,8.29,-156900,0.1510043889,BRL,1,2021-7-12
MRFG,OP,C,26,-14700,0.3035470247,BRL,1,2022-1-1
BOVA,OP,P,126,300,26.92926979,BRL,1,2022-1-1
BRDT3,OP,P,21,10100,1.002072811,BRL,1,2022-1-1
MGLU3,OP,P,15.74,-1300,8.682460785,BRL,1,2021-7-12
USIM5,OP,C,13.46,49900,1.244148016,BRL,1,2022-1-1
BRAP4,OP,C,45.66,2600,5.16373682,BRL,1,2021-7-12
GOAU4,OP,C,9.99,-30000,1.289384604,BRL,1,2022-1-1
BBAS,OP,P,29.71,52900,0.8190979362,BRL,1,2022-1-1
BBSE,OP,C,23.98,-30400,0.01641978323,BRL,1,2021-7-12
PETR4,OP,P,29.35,-152800,1.474897146,BRL,1,2022-1-1
BBAS,OP,C,29.71,14300,3.047929049,BRL,1,2022-1-1
QQQ,OP,P,362,-200,2.162651777,USD,100,2021-7-12
VALE3,OP,P,104.47,19900,33.57589722,BRL,1,2021-7-12
B3SA3,OP,P,13.81,90200,2.635150671,BRL,1,2021-7-12
PETR4,OP,P,28.99,-262900,0.8036074042,BRL,1,2021-7-12
BBSE,OP,C,19.48,2000,1.305812359,BRL,1,2021-7-12
VIIA3,OP,P,9.6,5300,4.329016685,BRL,1,2021-7-12
PETR4,OP,C,31.1,100,3.675591707,BRL,1,2022-5-7
VALE3,OP,P,84.97,8600,14.22698689,BRL,1,2021-7-12
CYRE3,OP,C,15.41,2200,0.1463029832,BRL,1,2021-7-12
USIM5,OP,P,11.96,-99000,0.4798972011,BRL,1,2022-1-1
EMBR3,OP,C,9.8,-42800,10.2722683,BRL,1,2023-0-1
BRKM5,OP,P,52,3000,1.826689005,BRL,1,2021-7-12
EGIE3,OP,C,41.75,100,0.3082709908,BRL,1,2022-1-1
PETR4,OP,C,34.99,1300,0.0459054932,BRL,1,2021-7-12
EGIE3,OP,C,38.5,-14400,0.8116395473,BRL,1,2021-7-12
VIVT3,OP,P,42.88,-100,0.06009130925,BRL,1,2021-7-12
VALE3,OP,C,60.47,3200,10.61792374,BRL,1,2021-7-12
QQQ,ST,,,-20267,391.1900024,USD,1,
CSNA,OP,C,23.5,-5400,1.211495876,BRL,1,2022-1-1
BRFS3,OP,P,25,1600,5.678607464,BRL,1,2021-7-12
JBSS3,OP,C,40.48,-23300,0.05208433047,BRL,1,2021-7-12
JBSS3,OP,C,41.48,1600,0.2322357297,BRL,1,2022-1-1
PETR4,OP,P,21.24,64500,0.05309741199,BRL,1,2021-7-12
CYRE3,OP,P,14.41,26400,1.346037865,BRL,1,2021-7-12
BBDC4,OP,P,24.64,9750,4.548996449,BRL,1,2021-7-12
ITUB4,OP,C,25.24,13400,0.2640617192,BRL,1,2022-1-1
ABEV,OP,P,13.57,4900,0.02317716554,BRL,1,2021-7-12
BBAS,OP,P,31.21,38500,1.329263806,BRL,1,2022-1-1
BBAS,OP,P,23.71,50900,0.1276608407,BRL,1,2022-1-1
KLBN11,OP,C,23.15,-10100,1.975018501,BRL,1,2022-1-1
B3SA3,OP,C,15.56,-56300,0.002358635655,BRL,1,2021-7-12
JBSS3,OP,P,31.73,6200,0.3844453096,BRL,1,2021-7-12
EQTL,OP,P,25.03,600,2.200237513,BRL,1,2021-7-12
PETR4,OP,P,30.6,400,2.091778755,BRL,1,2022-1-1
XLV,ST,,,-16050,130.394989,USD,1,
MGLU3,OP,C,9.69,-27500,0.1443704367,BRL,1,2022-1-1
VALE3,OP,P,87.61,-15000,16.17642593,BRL,1,2022-4-4
LAME4,OP,C,6.7,-14300,0.03350956365,BRL,1,2021-7-12
GOAU4,OP,C,10.29,91300,1.082305551,BRL,1,2022-1-1
GOAU4,OP,C,11.29,25200,0.5472237468,BRL,1,2022-1-1
BBSE,OP,C,24.5,117900,0.05293880776,BRL,1,2022-1-1
KLBN11,OP,P,22.65,200,0.2057757378,BRL,1,2021-7-12
YDUQ3,OP,C,21.5,37500,1.475735903,BRL,1,2021-7-12
BRAP4,OP,C,49.5,1800,3.414901495,BRL,1,2022-1-1
ABEV,OP,C,14.07,-100,1.952912807,BRL,1,2021-7-12
ABEV,OP,P,14.07,147100,0.04166148975,BRL,1,2021-7-12
BBDC4,OP,C,24.82,-21100,0.008739706129,BRL,1,2021-7-12
VIIA3,OP,C,6.5,-35200,0.05278467387,BRL,1,2021-7-12
VALE3,OP,P,83.61,-4500,13.19307804,BRL,1,2022-4-4
VIIA3,OP,P,5.7,55700,0.6162834764,BRL,1,2021-7-12
VALE3,OP,P,77.47,21900,7.187142372,BRL,1,2021-7-12
CSNA,OP,P,21.23,-78500,0.7999796867,BRL,1,2021-7-12
MGLU3,OP,C,8.99,-500,0.2180185318,BRL,1,2022-1-1
BBAS,OP,P,40.21,4000,8.232726097,BRL,1,2022-1-1
MGLU3,ST,,,51,6.984999657,BRL,1,
BRAP4,OP,C,50.5,5000,2.867792845,BRL,1,2022-1-1
PETR4,OP,P,37.6,-400,7.323914051,BRL,1,2022-7-6
QQQ,OP,P,350,-1345,1.248056769,USD,100,2021-7-12
BBSE,OP,P,23,25700,2.350800037,BRL,1,2022-1-1
ITUB4,OP,P,29.66,6500,7.170188904,BRL,1,2021-7-12
YDUQ3,OP,C,28,14100,0.05744541436,BRL,1,2021-7-12
ITUB4,OP,P,26.41,102600,3.943959236,BRL,1,2021-7-12
VIIA3,OP,C,8.9,-10200,0.03220582008,BRL,1,2022-1-1
PETR4,OP,C,19.99,4000,9.64226532,BRL,1,2021-7-12
VIIA3,OP,P,14.5,9700,9.204135895,BRL,1,2021-7-12
BBSE,OP,C,22.48,-57300,0.0609536916,BRL,1,2021-7-12
MGLU3,OP,C,9.09,-217500,0.2059726864,BRL,1,2022-1-1
VIIA3,OP,P,5.72,22800,0.8442695141,BRL,1,2022-8-2
LAME4,OP,P,6.8,7500,1.711519361,BRL,1,2022-1-1
VALE3,OP,P,80.61,13500,11.13141346,BRL,1,2022-4-4
VIIA3,OP,C,6.52,277600,0.2551264763,BRL,1,2022-8-2
PETR4,OP,C,30.35,-1100,2.414395094,BRL,1,2022-8-3
USIM5,ST,,,-5330,13.52499962,BRL,1,
PETR4,OP,C,38.1,9900,0.6436827779,BRL,1,2022-4-4
VALE3,OP,C,83.47,-7100,0.7848918438,BRL,1,2022-1-1
CMIG4,OP,P,13,-100,0.570931673,BRL,1,2022-1-1
MGLU3,OP,C,9.29,25300,0.1823286414,BRL,1,2022-1-1
CIEL3,OP,P,3.26,600,1.226173878,BRL,1,2021-7-12
BBDC3,OP,P,17.56,15100,0.7834059596,BRL,1,2021-7-12
CMIG4,ST,,,137531,13.03999996,BRL,1,
VALE3,OP,P,63.47,7500,1.613706708,BRL,1,2022-1-1
BBDC4,OP,C,25.05,-25730,0.06933103502,BRL,1,2022-1-1
JBSS3,OP,P,32.48,19100,0.5478608012,BRL,1,2021-7-12
BBDC4,OP,P,22.39,36800,2.35955286,BRL,1,2021-7-12
VALE3,OP,C,89.47,10300,0.3191379011,BRL,1,2022-1-1
ABEV,OP,P,17.5,193800,1.632565022,BRL,1,2022-1-1
YDUQ3,OP,C,21,-10000,2.566972494,BRL,1,2022-1-1
BBAS,OP,P,25.12,33000,0.05205917358,BRL,1,2021-7-12
CSNA,OP,P,18.98,-1000,0.2477387041,BRL,1,2021-7-12
VALE3,OP,C,112.47,-600,0.006486215629,BRL,1,2021-7-12
BRAP4,OP,P,48,-7200,1.727412939,BRL,1,2022-1-1
VIIA3,OP,C,5.2,108800,0.3767874539,BRL,1,2021-7-12
CSNA,OP,P,22.73,-11500,1.565749645,BRL,1,2021-7-12
ELET6,OP,C,34.5,-18000,1.099905133,BRL,1,2022-1-1
MRFG,OP,P,24.6,-22200,2.725799799,BRL,1,2021-7-12
PETR4,OP,C,26.74,22000,3.210598707,BRL,1,2021-7-12
PETR4,OP,C,27.35,4800,3.284610748,BRL,1,2022-1-1
PETR4,OP,C,19.49,2600,10.13525867,BRL,1,2021-7-12
VALE3,OP,P,85.47,22400,14.71678734,BRL,1,2021-7-12
PCAR3,OP,P,21.5,-200,0.637270689,BRL,1,2021-7-12
PETR4,OP,C,40.1,-17800,0.2558063269,BRL,1,2022-8-3
PETR4,OP,P,24.49,184100,0.1541688293,BRL,1,2021-7-12
MGLU3,OP,P,8.69,60200,1.766133547,BRL,1,2021-7-12
UGPA3,ST,,,-1619,13.99499989,BRL,1,
VALE3,OP,P,92.47,39600,21.644104,BRL,1,2021-7-12
BRFS3,OP,C,27,-20000,0.00421555154,BRL,1,2021-7-12
VALE3,OP,P,93.47,3200,22.63737106,BRL,1,2021-7-12
PETR4,OP,C,29.35,40700,1.97191596,BRL,1,2022-1-1
BBAS,OP,C,31.87,69300,0.9498184323,BRL,1,2021-7-12
MGLU3,OP,P,9.99,-122000,2.994426727,BRL,1,2021-7-12
TAEE11,OP,C,36,-7400,0.7329989672,BRL,1,2021-7-12
B3SA3,OP,C,13.56,-128400,0.01805836149,BRL,1,2021-7-12
GOAU4,OP,C,12.51,66100,0.03389477357,BRL,1,2021-7-12
VIIA3,OP,C,7,75400,0.03000709414,BRL,1,2021-7-12
PETR4,OP,P,26.1,600,0.7954037189,BRL,1,2022-8-2
MGLU3,OP,C,7.09,-12000,0.4780585766,BRL,1,2021-7-12
VALE3,OP,P,79.47,64400,8.964513779,BRL,1,2021-7-12
PETR4,OP,C,29.1,-2300,2.636452675,BRL,1,2022-8-2
BBDC4,OP,P,26.68,15360,6.576862335,BRL,1,2021-7-12
VALE3,OP,P,40.97,32200,0.02110501565,BRL,1,2021-7-12
VALE3,OP,P,67.61,25500,4.395850182,BRL,1,2022-4-4
PETR4,OP,P,30.74,35500,1.68987596,BRL,1,2021-7-12
GGBR4,OP,C,25.4,100900,1.639033437,BRL,1,2021-7-12
YDUQ3,OP,P,21.5,-13700,1.544306278,BRL,1,2022-1-1
ABEV,OP,C,17,-171700,0.3908432424,BRL,1,2022-1-1
ABEV,OP,P,11.57,8500,0.1631240696,BRL,1,2022-0-5
MRFG,OP,P,25.5,-20000,3.606138468,BRL,1,2022-1-1
PCAR3,ST,,,-4562,21.96999931,BRL,1,
VIVT3,OP,C,49.88,-13000,1.097314,BRL,1,2021-7-12
PCAR3,OP,P,27.5,12600,5.454789162,BRL,1,2021-7-12
BBAS,OP,P,30.96,7300,1.229769111,BRL,1,2022-1-1
BRAP4,ST,,,-155338,50.25,BRL,1,
BOVA,OP,C,111,75185,0.5666151643,BRL,1,2022-1-1
ABEV,OP,C,15.57,1000,2.586181641,BRL,1,2022-9-8
JBSS3,OP,C,35.48,-18500,1.495842576,BRL,1,2022-1-1
PETR3,OP,C,32.1,-10000,0.4482069016,BRL,1,2021-7-12
VALE3,OP,P,43.47,336400,0.02689503506,BRL,1,2021-7-12
BRAP4,OP,C,44.66,4200,6.035835266,BRL,1,2021-7-12
MRFG,OP,C,24.5,-14000,0.5573562384,BRL,1,2022-1-1
ITUB4,OP,P,20.24,4500,0.316530019,BRL,1,2022-1-1
ITUB4,OP,P,29.24,4000,6.444385052,BRL,1,2022-1-1
EQTL,OP,C,25.5,12700,0.2834019363,BRL,1,2022-1-1
EMBR3,OP,P,20,33000,2.048639536,BRL,1,2021-7-12
BBDC4,OP,C,21.23,90460,0.2195888162,BRL,1,2021-7-12
PETR4,OP,C,24.6,18000,5.572775364,BRL,1,2022-1-1
VALE3,OP,P,99.61,-100,26.36822319,BRL,1,2022-4-4
ABEV,OP,C,20.57,-24600,0.007590689231,BRL,1,2021-7-12
VALE3,OP,C,13.21,15100,57.62794113,BRL,1,2022-8-2
YDUQ3,OP,P,23.5,12500,2.025166988,BRL,1,2021-7-12
EMBR3,OP,C,21,41000,0.7489473224,BRL,1,2022-1-1
GGBR4,OP,P,26.28,58200,1.501080751,BRL,1,2022-1-1
PETR4,OP,P,34.99,19200,5.381244659,BRL,1,2021-7-12
BBAS,OP,C,29.87,-2500,2.235791445,BRL,1,2021-7-12
MGLU3,OP,C,18.74,600,0.01111347601,BRL,1,2022-1-1
USIM5,OP,P,11.82,-21500,0.1703107059,BRL,1,2021-7-12
VIIA3,OP,C,5.4,500,0.4909611642,BRL,1,2022-1-1
GGBR4,OP,C,27.15,33100,0.6913692355,BRL,1,2021-7-12
JBSS3,OP,C,37.48,1700,0.8417655826,BRL,1,2022-1-1
BBAS,OP,C,31.21,-41800,2.076668978,BRL,1,2022-1-1
BBAS,OP,P,29.96,-6400,0.8899319768,BRL,1,2022-1-1
BBAS,OP,P,35.87,8400,4.255875587,BRL,1,2021-7-12
BRKM5,OP,P,49.5,4200,2.139041901,BRL,1,2022-1-1
VIIA3,OP,C,10.75,-12000,0.01153405011,BRL,1,2022-1-1
B3SA3,OP,C,15.06,-100,0.003750812029,BRL,1,2021-7-12
XLI,OP,P,89,-750,0.3072335422,USD,100,2021-7-12
PCAR3,OP,C,29.5,3400,0.01135620475,BRL,1,2021-7-12
TAEE11,OP,P,36,-24900,1.06374979,BRL,1,2022-1-1
BBDC4,OP,C,21.66,-24400,0.5137603283,BRL,1,2022-1-1
ITUB4,OP,P,27.66,2300,5.181890488,BRL,1,2021-7-12
ITUB4,OP,C,25.74,100,0.1911370158,BRL,1,2022-1-1
B3SA3,OP,P,17.6,4500,6.258227348,BRL,1,2022-1-1
CSNA,OP,C,21.73,4000,1.18567574,BRL,1,2021-7-12
BBAS,OP,C,28.21,36600,4.206404209,BRL,1,2022-1-1
MGLU3,OP,P,12.99,65900,5.855221748,BRL,1,2022-1-1
BBSE,OP,P,22.5,54100,1.932919741,BRL,1,2022-1-1
EMBR3,OP,P,20.5,-17500,2.80298996,BRL,1,2022-1-1
PETR4,OP,P,23.74,-122300,0.1213708445,BRL,1,2021-7-12
BRFS3,OP,C,23.5,-43200,0.04789849371,BRL,1,2021-7-12
VALE3,OP,P,119.47,15000,47.5538826,BRL,1,2022-1-1
ITUB4,OP,C,23.16,142200,0.3538174033,BRL,1,2021-7-12
TAEE11,OP,C,37.5,38400,0.8011850715,BRL,1,2022-1-1
VALE3,OP,P,61.47,13200,0.4266809523,BRL,1,2021-7-12
YDUQ3,OP,P,23,-86500,1.698145628,BRL,1,2021-7-12
VALE3,OP,P,86.47,21100,15.70124435,BRL,1,2021-7-12
EMBR3,OP,P,22,-8600,3.940346003,BRL,1,2022-1-1
ELET3,OP,P,33.55,-4600,1.501514912,BRL,1,2021-7-12
LAME4,OP,P,5.7,10700,0.6989463568,BRL,1,2021-7-12
TAEE11,OP,C,37.5,-21300,0.1780652255,BRL,1,2021-7-12
VIIA3,OP,C,9.6,23500,0.004523960873,BRL,1,2021-7-12
BBAS,OP,P,40.12,24800,8.412462234,BRL,1,2021-7-12
PETR4,OP,P,29.99,320600,1.247432351,BRL,1,2021-7-12
B3SA3,OP,C,15.35,-200,0.03170495108,BRL,1,2022-1-1
B3SA3,OP,P,16.31,21000,5.111909866,BRL,1,2021-7-12
CYRE3,OP,P,18.41,26900,5.007259369,BRL,1,2021-7-12
BRAP4,OP,C,49.16,13500,2.504890442,BRL,1,2021-7-12
YDUQ3,OP,P,27,-4000,5.003584862,BRL,1,2021-7-12
BBAS,OP,C,27.37,-300,4.423679352,BRL,1,2021-7-12
EGIE3,OP,C,40,12500,0.2415659875,BRL,1,2021-7-12
MGLU3,OP,P,15.49,40600,8.433834076,BRL,1,2021-7-12
ELET3,ST,,,-323,32.80999756,BRL,1,
CSNA,OP,C,22.73,12400,0.7395054102,BRL,1,2021-7-12
CIEL3,OP,P,2.36,243700,0.3756356239,BRL,1,2022-1-1
BBSE,OP,P,22.98,-21000,2.368970871,BRL,1,2021-7-12
MGLU3,OP,P,13.49,-12600,6.4454422,BRL,1,2021-7-12
PETR4,OP,P,32.99,40500,3.48826623,BRL,1,2021-7-12
BRDT3,OP,C,20.72,-19200,1.120432615,BRL,1,2021-7-12
VIIA3,OP,P,8.9,100,3.636110783,BRL,1,2021-7-12
JBSS3,OP,C,34.98,-7000,1.697426558,BRL,1,2022-1-1
MGLU3,OP,P,20.99,200,13.72897243,BRL,1,2022-1-1
YDUQ3,OP,C,23,-2300,0.7589755058,BRL,1,2021-7-12
VIIA3,OP,C,6,62500,0.1089316458,BRL,1,2021-7-12
GGBR4,OP,C,28.15,-5200,0.3768162429,BRL,1,2021-7-12
ITUB4,OP,C,17.66,-1000,4.808170795,BRL,1,2021-7-12
PCAR3,OP,C,30,8600,0.01028340217,BRL,1,2021-7-12
EMBR3,OP,C,27.5,42500,0.02181731164,BRL,1,2021-7-12
BBAS,OP,C,27.87,300,3.95734024,BRL,1,2021-7-12
MGLU3,OP,C,10.49,6500,0.09432537854,BRL,1,2022-1-1
PETR4,OP,P,37.6,21800,7.729370594,BRL,1,2022-1-1
PETR4,OP,C,23.99,45500,5.753820896,BRL,1,2021-7-12
PETR3,OP,C,31.5,-5600,1.367583036,BRL,1,2022-1-1
USIM5,OP,C,24.07,66000,0.003336281981,BRL,1,2021-7-12
SUZB,OP,C,68,200,,BRL,1,2021-1-6
ITUB4,OP,C,22.91,-1300,0.4457562864,BRL,1,2021-7-12
PETR4,OP,P,23.85,-132800,0.3081720471,BRL,1,2022-1-1
B3SA3,OP,P,18.98,12000,7.771766663,BRL,1,2021-7-12
ABEV,OP,C,18,76600,0.1718950421,BRL,1,2022-1-1
ITSA4,OP,C,10.97,-6300,0.00797650218,BRL,1,2021-7-12
PETR4,OP,P,29.35,-100,2.02944231,BRL,1,2022-8-3
B3SA3,OP,P,15.56,8100,4.36723423,BRL,1,2021-7-12
MRFG,OP,P,25.6,-96000,3.643638372,BRL,1,2021-7-12
BBAS,OP,P,29.37,43300,0.3270485103,BRL,1,2021-7-12
RADL3,OP,P,23.4,-10800,1.764386177,BRL,1,2022-1-1
BBDC4,OP,P,20.77,124670,1.032748461,BRL,1,2021-7-12
BBSE,OP,P,20.48,50400,0.4253723025,BRL,1,2021-7-12
EGIE3,OP,C,39,-18800,0.5661926866,BRL,1,2021-7-12
BOVA,OP,P,114,202,15.33172035,BRL,1,2022-1-1
MRFG,OP,P,14.1,-100,0.000889438903,BRL,1,2021-7-12
PETR4,OP,P,29.74,-64000,1.121566296,BRL,1,2021-7-12
LAME4,ST,,,252045,5.135000229,BRL,1,
PETR4,OP,C,22.74,-24600,6.962704182,BRL,1,2021-7-12
MGLU3,OP,P,10.49,-20600,3.445440054,BRL,1,2022-1-1
MGLU3,OP,P,11.49,-15800,4.464361191,BRL,1,2021-7-12
KLBN11,OP,C,24.9,17600,0.4722954631,BRL,1,2021-7-12
BRAP4,OP,C,48.66,12600,2.834127426,BRL,1,2021-7-12
XLV,OP,P,129.33,-300,3.093289852,USD,100,2022-1-1
LAME4,OP,C,6.4,-4000,0.05046026036,BRL,1,2021-7-12
VIVT3,OP,P,46.88,-1200,0.2293311656,BRL,1,2021-7-12
MULT3,OP,C,20,82900,0.5133042932,BRL,1,2021-7-12
GOAU4,ST,,,2580,10.84500027,BRL,1,
VIIA3,OP,P,8.6,-1200,3.337674141,BRL,1,2021-7-12
VIIA3,OP,P,10.25,900,4.908432484,BRL,1,2022-1-1
B3SA3,OP,P,18.31,71400,7.104193687,BRL,1,2021-7-12
LAME4,OP,P,6.6,3000,1.541172624,BRL,1,2022-1-1
UGPA3,OP,P,12.8,-200,0.4229060113,BRL,1,2022-1-1
ITUB4,OP,C,30.16,-900,0.00266997423,BRL,1,2021-7-12
ELET6,OP,P,36.5,-6000,4.242172241,BRL,1,2021-7-12
BRDT3,OP,C,24.5,30200,0.3171687722,BRL,1,2022-1-1
V,OP,P,170,206,0.9099787474,USD,100,2021-7-12
ABEV,OP,P,21.57,4700,5.568686962,BRL,1,2021-7-12
BOVV,ST,,,-414846,102.0149994,BRL,1,
PCAR3,OP,C,25.5,-25000,0.08191294968,BRL,1,2021-7-12
ITSA4,OP,P,11.22,55800,1.456726551,BRL,1,2021-7-12
BRML3,OP,C,10,18600,0.01404260844,BRL,1,2021-7-12
KLBN11,OP,C,25.4,17800,0.3114567995,BRL,1,2021-7-12
BBAS,OP,C,33.37,84800,0.4123140574,BRL,1,2021-7-12
BOVA,OP,C,92,-3499,6.79103756,BRL,1,2021-7-12
YDUQ3,OP,P,22,-40000,1.773159504,BRL,1,2022-1-1
BBDC4,OP,P,26.86,700,6.560251236,BRL,1,2022-1-1
VIIA3,OP,C,8.5,-14400,0.009585721418,BRL,1,2021-7-12
PETR4,OP,C,36.24,-73200,0.02598715201,BRL,1,2021-7-12
ITUB4,OP,C,18.74,-100,4.099957943,BRL,1,2022-1-1
CSNA,OP,P,27.23,-28400,5.376839638,BRL,1,2021-7-12
BBAS,OP,C,32.62,26900,0.6377733946,BRL,1,2021-7-12
BRKM5,OP,C,50,5200,4.544118881,BRL,1,2021-7-12
EQTL,OP,P,23.28,44500,0.8445037603,BRL,1,2021-7-12
BBAS,OP,P,44.12,200,12.38768482,BRL,1,2021-7-12
BRFS3,OP,P,17,-200,0.1587212235,BRL,1,2021-7-12
ELET6,OP,C,35.25,-100,0.2432298064,BRL,1,2021-7-12
PETR4,OP,C,31.24,-326100,0.4428724051,BRL,1,2021-7-12
VALE3,OP,P,53.97,137000,0.1200766638,BRL,1,2021-7-12
MGLU3,OP,C,7.79,-69900,0.2459752411,BRL,1,2021-7-12
BBAS,OP,P,31.37,85200,0.896499455,BRL,1,2021-7-12
MGLU3,OP,C,13.99,-11200,0.006389556918,BRL,1,2021-7-12
MULT3,OP,C,22,-27400,0.4323157668,BRL,1,2022-1-1
BBAS,OP,P,23.12,-7000,0.02907367796,BRL,1,2021-7-12
GGBR4,OP,P,23.9,148700,0.2826831639,BRL,1,2021-7-12
BRKM5,OP,C,65,100,0.7430284023,BRL,1,2022-1-1
BRAP4,OP,C,48,-3200,4.33962965,BRL,1,2022-1-1
MRNA,OP,P,265,200,4.17663002,USD,100,2021-7-12
USIM5,OP,P,14.82,-171000,1.495426297,BRL,1,2021-7-12
VIIA3,OP,C,10.75,10400,0.01153405011,BRL,1,2022-1-1
BRKM5,OP,C,71,1600,0.2807617784,BRL,1,2022-1-1
GOAU4,OP,C,10.01,60600,1.005807042,BRL,1,2021-7-12
BBSE,OP,P,22,30500,1.550524354,BRL,1,2022-1-1
B3SA3,OP,C,12.81,32000,0.04767470062,BRL,1,2021-7-12
GGBR4,OP,P,29.53,1700,3.473587751,BRL,1,2022-1-1
VIIA3,OP,P,5.4,-26700,0.5903931856,BRL,1,2022-1-1
LAME4,OP,P,5.3,82800,0.4335405231,BRL,1,2021-7-12
PETR4,OP,P,25.85,46400,0.5219218731,BRL,1,2022-1-1
CMIG4,OP,C,18,100,0.001356390072,BRL,1,2021-7-12
EMBR3,OP,C,19,-39400,1.403773546,BRL,1,2022-1-1
B3SA3,OP,C,13.85,-2400,0.08960520476,BRL,1,2022-1-1
VIIA3,OP,C,14,-103600,0.007810415234,BRL,1,2022-1-1
USIM5,OP,C,20.32,17000,0.008063708432,BRL,1,2021-7-12
RADL3,OP,P,21.9,-2000,0.9335124493,BRL,1,2022-1-1
B3SA3,OP,C,16.1,300,0.02036110312,BRL,1,2022-1-1
PCAR3,OP,C,33.5,2600,0.00262821815,BRL,1,2021-7-12
SUZB,OP,P,65,5000,,BRL,1,2021-8-6
CIEL3,ST,,,7628,2.025000095,BRL,1,
VALE3,OP,P,81.47,-3400,11.03017044,BRL,1,2022-1-1
HYPE3,OP,C,27.5,-2700,1.232994795,BRL,1,2022-1-1
