symbol_underlying,symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
BRKM5,BRK5A,OP,C,61,47200,0.26,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,21,37400,2.25,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,14,58400,8.63,BRL,1,2022-1-1
VIVT3,VVI3A,OP,C,50.63,-1000,0.65,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,43.38,12300,0.08,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,25.55,-300,0.05,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,15.1,5700,0.02,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,14.49,27700,7.44,BRL,1,2022-1-1
GGBR4,GGB4A,OP,C,22.9,18000,3.51,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,22,23300,0.11,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,22,-25900,1.73,BRL,1,2022-1-1
ELET3,ELE3E,OP,P,35.05,4700,2.64,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,32.98,-3000,1.28,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,95,-5641,4.05,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,25.5,17200,0.35,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,6.4,-45900,1.22,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,20,24000,1.04,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,17.59,-16840,0.11,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,11.24,123000,4.32,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,23.48,9700,2.98,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,78.47,-25300,1.6,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,43.21,-19600,29.61,BRL,1,2022-0-5
ITUB4,ITB4E,OP,P,22.91,-339900,0.99,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,40.5,2800,0.13,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,6.8,2300,0.12,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,28,200,0.28,BRL,1,2022-1-1
ITSA4,ITSAE,OP,P,10.72,83600,1.06,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,30.12,90100,1.81,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,24.15,20100,1.24,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,15,-500,6.78,BRL,1,2023-0-1
BRML3,BRM3E,OP,P,8.8,800,1.14,BRL,1,2021-7-12
B3SA3,B3SAE,OP,C,12.81,32000,0.04,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,13.25,3600,2.85,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,97.47,-13500,0.09,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,55.47,-100,2.75,BRL,1,2022-6-12
BBSE3,BBS3E,OP,P,18.98,42000,0.11,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,35.71,18800,0.4,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,18.05,23080,0.16,BRL,1,2021-7-12
EQTL3,EQT3A,OP,C,23.03,-46200,0.48,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,8.89,23300,2.07,BRL,1,2022-1-1
MRFG3,MRF3A,OP,C,24.1,17000,0.22,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,40.48,-23300,0.05,BRL,1,2021-7-12
USIM5,USIME,OP,P,13.96,-57700,1.32,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,75.47,-100,9.3,BRL,1,2023-0-1
CIEL3,CIL3A,OP,C,2.56,157200,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,29.66,6000,9.71,BRL,1,2021-7-12
EQTL3,EQT3E,OP,P,23.28,44500,0.95,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,91.61,-200,19.85,BRL,1,2022-4-4
JBSS3,JBS3A,OP,C,37.48,8300,0.24,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,22,-27400,0.42,BRL,1,2022-1-1
MULT3,MUL3A,OP,C,20.5,-26700,0.35,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,16.99,17700,0.01,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,74.47,275600,1.06,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,26.62,-45000,0.1,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,36.48,4200,3.13,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,5.92,22400,0.4,BRL,1,2022-8-2
BBSE3,BBS3E,OP,P,20,60200,0.65,BRL,1,2022-8-2
VIIA3,VIA3E,OP,C,6.3,51400,0.07,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,35.12,1000,3.81,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,103.47,7000,32.83,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,20.74,-1400,8.94,BRL,1,2021-7-12
VIVT3,VVI3A,OP,C,48,1000,2.92,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,86.47,21100,15.95,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,35.5,9900,3.48,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,45.66,-21000,0.53,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,14,30900,0.08,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,65,100,0.05,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,15,3100,0.02,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,6.5,-68900,1.32,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,13.6,-118500,0.09,BRL,1,2022-1-1
CSNA3,CSN3E,OP,P,18.73,43300,0.25,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,12.99,-23600,6.06,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,29.22,36500,2.45,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,9.69,-27500,0.13,BRL,1,2022-1-1
MULT3,MUL3A,OP,C,21.5,9600,0.54,BRL,1,2022-1-1
KLBN1,KLB1A,OP,C,22.9,74000,1.51,BRL,1,2021-7-12
USIM5,USIME,OP,C,19.07,36600,0.01,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,33.24,-157200,0.12,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,21.99,-500,10.54,BRL,1,2022-8-2
MRFG3,MRF3A,OP,C,24.6,-8600,0.16,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,48,-16100,1.83,BRL,1,2022-1-1
B3SA3,B3SAE,OP,C,15.35,-200,0.02,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,72.47,-44500,4.99,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,100.47,26600,29.84,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,24.1,108800,0.35,BRL,1,2022-1-1
JBSS3,JBS3A,OP,C,38.48,-9800,0.57,BRL,1,2022-1-1
HYPE,HYP3A,OP,C,27.5,-2700,1.14,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,15.1,6100,3.92,BRL,1,2022-1-1
EGIE1,EGE3E,OP,P,38.5,300,0.75,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,21,-64900,0.23,BRL,1,2021-7-12
RADL3,RAL3E,OP,P,23.4,-10800,1.89,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,23.62,-30200,0.01,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,26.6,92400,1.69,BRL,1,2022-5-7
B3SA3,B3SAE,OP,P,15.56,8100,4.49,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,20.5,46800,1.58,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,18.74,-400,10.93,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,30.74,341300,0.56,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,19.74,-1600,9.94,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,21.5,-15400,1.28,BRL,1,2022-1-1
MGLU3,MGL3E,OP,C,9.99,-50000,0.11,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,103.61,-1900,30.42,BRL,1,2022-4-4
GGBR4,GGB4A,OP,C,26.78,10200,1.52,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,55.47,-326400,0.56,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,34.73,800,1.55,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,8.29,-11100,0.32,BRL,1,2022-1-1
CIEL3,CIL3E,OP,P,2.26,137400,0.31,BRL,1,2022-1-1
MRFG3,MRF3A,OP,C,28.1,2200,0.02,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,17.49,20000,12.18,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,44.98,-9400,0.01,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,30.1,1000,2.07,BRL,1,2022-8-2
BBDC4,BDC4A,OP,C,17.06,-110,4.54,BRL,1,2022-5-7
PETR4,PTR4E,OP,C,31.35,-63900,1.02,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,21.25,1800,0.59,BRL,1,2022-1-1
JBSS3,JBS3A,OP,C,32.98,-200,1.84,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,26.99,-298400,0.36,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,84.97,-14700,0.58,BRL,1,2022-1-1
ITSA4,ITSAE,OP,C,10.97,-6300,0.01,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,38.25,400,16.39,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,2.56,171500,0.55,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,25.5,-17400,0.18,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,9.69,11000,2.78,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,6.32,41100,0.29,BRL,1,2022-8-2
MGLU3,MGL3E,OP,P,11.49,26800,4.49,BRL,1,2022-1-1
ITSA4,ITSA4,ST,,,661100,9.62,BRL,1,
ESCOQ,QQQ,OP,P,362,-200,3.095,USD,100,2021-7-12
VIIA3,VIA3E,OP,P,8.3,-4200,3.07,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,18.6,-3000,7.36,BRL,1,2022-1-1
HYPE,HYP3E,OP,P,29.47,24700,2.67,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.2,39100,1.14,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,38.98,22100,0.1,BRL,1,2021-7-12
PCAR3,PCAR3,ST,,,211600,21.71,BRL,1,
VALE3,VAL3E,OP,P,79.47,-17700,9.66,BRL,1,2022-1-1
UGPA3,UGP3A,OP,C,13.8,15600,0.65,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,20.5,3900,0.6,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,16,-10000,0.34,BRL,1,2022-1-1
BBAS3,BBASE,OP,C,35.87,-3900,0.07,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,22,6200,2.82,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,20.24,15100,0.01,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,52,-1600,3.03,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,34.5,-6000,3.09,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,25.73,-19800,0.12,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,7.8,14800,2.59,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,8.6,-1200,3.37,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,23.49,168300,6.22,BRL,1,2021-7-12
CMIG4,CMG4E,OP,P,15.5,24300,2.51,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,17.5,-617900,0.24,BRL,1,2022-1-1
KLBN1,KLB1E,OP,P,24.15,32100,1.07,BRL,1,2022-1-1
HYPE,HYP3A,OP,C,29.47,-49000,0.13,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,23,25700,2.42,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,26.5,-1400,0.01,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,13.41,10300,0.66,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,8.8,-158300,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,13.1,14100,2.07,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,24.1,25600,5.96,BRL,1,2022-1-1
RADL3,RAL3E,OP,P,21.4,-500,0.8,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,19.5,5000,3.2,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,75.47,-156800,0.82,BRL,1,2021-7-12
VISA,V,OP,P,170,206,1.12,USD,100,2021-7-12
EGIE1,EGE3A,OP,C,38.5,2500,1.39,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,8.49,-3400,1.66,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,87.97,15800,17.43,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,7.29,-181600,0.72,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,9.8,-42800,10.15,BRL,1,2023-0-1
BBDC3,BDC3A,OP,C,16.61,7800,0.76,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,26,82000,4.18,BRL,1,2021-7-12
BBDC4,BDC4E,OP,C,23.45,24300,0.16,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,15.5,-214400,0.52,BRL,1,2022-1-1
MRFG3,MRF3E,OP,P,24.1,42100,2.36,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,125,1220,26.37,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,47.5,-1200,1.64,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,32.1,48300,0.78,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,27.66,2300,5.33,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,48,-8500,0.8,BRL,1,2021-7-12
GOAU4,GOA4E,OP,C,12.26,30000,0.04,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,7.88,-70200,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,17.6,4500,6.37,BRL,1,2022-1-1
RADL3,RAL3E,OP,P,23.87,49500,2.1,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,14.5,-400,0.25,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,49.66,27300,1.64,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,19.5,1200,14.22,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,25.15,1800,0.79,BRL,1,2022-1-1
VIVT3,VVI3A,OP,C,48.5,100,2.55,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,81.47,-114700,1.02,BRL,1,2022-1-1
CSNA3,CSN3E,OP,P,33.23,2600,11.51,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,65.47,56100,6.02,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,27.22,500,0.01,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,14.5,-22600,1.85,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,7.09,-12000,0.44,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,78.47,9100,8.28,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,25.16,125600,2.87,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,61.47,13200,0.46,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,15.24,500,8.3,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,21.78,-71500,0.36,BRL,1,2022-1-1
TAE11,TAE1E,OP,P,37,17400,1.26,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,89.47,-35000,18.42,BRL,1,2022-1-1
BRML3,BRM3A,OP,C,7.6,30600,0.4,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,27.1,73500,1.84,BRL,1,2022-5-7
VALE3,VAL3E,OP,P,92.47,39600,21.89,BRL,1,2021-7-12
USIM5,USIME,OP,P,14.96,4500,2.11,BRL,1,2022-8-2
BRKM5,BRK5A,OP,C,70,14900,0.01,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,26.99,25000,4.5,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,8.7,500,3.47,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,33.49,23000,3.99,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,9.89,-519500,0.33,BRL,1,2022-1-1
CYRE3,CYR3A,OP,C,15.5,-41100,0.44,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,34.1,187000,0.37,BRL,1,2022-1-1
GGBR4,GGB4E,OP,P,20.9,-12000,0.06,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,26.14,700,15.03,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,16.32,21200,0.26,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,27.1,-2200,0.77,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,7.7,700,0.02,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,11.24,1400,0.02,BRL,1,2021-7-12
CIEL3,CIL3A,OP,C,2.06,-153100,0.16,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,35.47,220500,0.01,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,5.8,-43500,0.31,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,12.24,140100,0.04,BRL,1,2022-1-1
BBSE3,BBS3E,OP,P,23.5,-61400,2.86,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,25.37,3800,0.04,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,20.23,-19000,0.54,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,20,13500,2.86,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,27.96,900,0.51,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,27.87,-21000,0.19,BRL,1,2021-7-12
USIM5,USIME,OP,P,13.46,108600,1.06,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,24.16,186400,1.95,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,30.4,100,4.2,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,29.5,9800,2.82,BRL,1,2022-1-1
CSNA3,CSN3E,OP,C,34.98,-100,0.01,BRL,1,2021-7-12
UGPA3,UGP3A,OP,C,15.3,-8700,0.14,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,5,83400,0.26,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,21.65,38500,0.1,BRL,1,2021-7-12
VBBR3,VBB3E,OP,P,20.22,16900,0.38,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,26.6,-29400,0.05,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,28.28,25000,0.93,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,58,-8600,0.7,BRL,1,2021-7-12
VBBR3,VBB3E,OP,P,22,10100,1.55,BRL,1,2022-1-1
VBBR3,VBB3E,OP,P,23,-10100,2.17,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,45.5,-5900,1.23,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,11.06,-111500,0.46,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,9,41700,0.17,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,46.66,8400,0.71,BRL,1,2021-7-12
VBBR3,VBB3E,OP,P,24.72,20200,3.49,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,19.85,-500,8.59,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,22.24,1800,15.27,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,22.99,2100,16.02,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,18.32,124100,0.02,BRL,1,2021-7-12
USIM5,USIME,OP,P,11.46,-20400,0.38,BRL,1,2022-1-1
MGLU3,MGL3E,OP,C,24.99,100,0.01,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,12.47,100,2.8,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,28.5,9000,0.04,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,17.5,-10000,2.09,BRL,1,2021-7-12
USIM5,USIME,OP,P,15.32,51000,1.99,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,36.98,-23400,0.31,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,25,17700,0.43,BRL,1,2022-1-1
B3SA3,B3SAE,OP,C,17.98,65800,0.01,BRL,1,2021-7-12
BOVV1,BOV1E,OP,P,100,10000,2.03,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,25,-7500,3.3,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,87.47,33000,16.94,BRL,1,2021-7-12
BOV11,BOV9E,OP,C,131,9056,0.01,BRL,1,2022-1-1
VBBR3,VBB3A,OP,C,28.72,100,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,76.97,-105000,0.55,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,90.47,76500,0.04,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,38.1,9900,0.61,BRL,1,2022-4-4
PETR4,PTR4E,OP,C,33.99,-25000,0.08,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,56.66,-58,6.69,BRL,1,2021-7-12
JBSS3,JBS3E,OP,C,35.73,30400,0.58,BRL,1,2021-7-12
CSAN3,CSA3E,OP,C,21.75,400,0.5,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,32.62,21300,1.76,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,15.5,31000,2.56,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,20.49,800,13.53,BRL,1,2021-7-12
VIVT3,VVI3A,OP,C,46.88,5000,3.34,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,11.74,-16800,0.01,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,59.47,-1000,12.36,BRL,1,2022-1-1
CIEL3,CIL3E,OP,P,2.46,252500,0.47,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,29.46,-22400,0.83,BRL,1,2022-1-1
UGPA3,UGPA3,ST,,,-29800,13.92,BRL,1,
CYRE3,CYR3E,OP,P,13.91,18600,1.12,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,7.2,22100,0.14,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,16.07,-89100,0.53,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,9.42,155200,0.14,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,33.71,10200,2.84,BRL,1,2022-1-1
VIVT3,VVI3E,OP,P,51.13,12000,1.74,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,21.91,12900,0.48,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,15.82,-23800,0.48,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,29.05,200,0.27,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,21.5,-7200,2.38,BRL,1,2021-7-12
UGPA3,UGP3A,OP,C,14.8,1000,0.24,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,21.99,4600,15.02,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,27,-2400,7.66,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,8.79,-30100,0.08,BRL,1,2021-7-12
BBDC3,BDC3E,OP,P,18.61,3500,1.7,BRL,1,2021-7-12
ITUB4,ITB4E,OP,C,21.91,-48300,0.88,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,77.97,-18600,7.84,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,7.9,-10400,2.67,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,44,-100,9.3,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,20.49,-100,0.01,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,20,-8800,0.29,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,15,27400,1.38,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,32.12,246800,0.72,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,16.49,75000,0.01,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,21.24,2000,14.28,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,16,-800,6.25,BRL,1,2023-0-1
BRAP4,BRA4A,OP,C,51.66,-12500,1.06,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,10.51,-120600,0.61,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,16.5,16500,3.37,BRL,1,2022-1-1
LAME4,LAM4E,OP,P,5.4,700,0.52,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,11.72,52500,0.01,BRL,1,2021-7-12
LAME4,LAM4E,OP,C,6.8,15000,0.03,BRL,1,2021-7-12
USIM5,USIME,OP,P,10.82,-8200,0.08,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,25,34800,0.4,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,35.47,-100,0.01,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,22.24,-152400,0.93,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,51.97,103500,0.02,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,24,-5000,0.65,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,23.99,600,17.01,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,22.73,-11500,1.7,BRL,1,2021-7-12
YDUQ3,YDUQ3,ST,,,52700,21.89,BRL,1,
BBDC3,BDC3A,OP,C,19.75,500,0.32,BRL,1,2022-8-2
CIEL3,CIL3A,OP,C,2.46,-248300,0.01,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,28,14100,0.05,BRL,1,2021-7-12
BRAP4,BRAP4,ST,,,-155730,49.93,BRL,1,
ELET3,ELE3A,OP,C,37.05,20000,0.17,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,18.25,1000,12.98,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,16.49,22900,0.01,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,20.99,-93300,0.02,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,22.5,-3200,0.89,BRL,1,2021-7-12
CMIG4,CMG4E,OP,P,15,44800,2.03,BRL,1,2021-7-12
USIM5,USIME,OP,C,24.07,66000,0.01,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,52,1200,4.62,BRL,1,2022-1-1
ESCOQ,QQQ,OP,C,408,-180,1.45,USD,100,2021-7-12
PETR4,PTR4A,OP,C,31.1,100,3.62,BRL,1,2022-5-7
ITUB4,ITB4E,OP,P,25.66,10300,3.36,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,17,54300,11.73,BRL,1,2021-7-12
EMBR3,EMB3E,OP,P,21,11600,2.88,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,25.22,-59800,0.03,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,48.88,6700,0.61,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,14.5,-8300,0.03,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,21,141700,0.67,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,46,-1600,7.52,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,8.7,-83200,0.03,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,12.57,-100,0.39,BRL,1,2022-8-2
VALE3,VAL3A,OP,C,50.47,-1300,19.97,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,28.21,10800,43.36,BRL,1,2022-0-5
USIM5,USIME,OP,C,21.07,-3900,0.01,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,21.66,149700,1.05,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,26.23,-8300,4.63,BRL,1,2021-7-12
