symbol_underlying,symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
VIIA3,VIA3E,OP,P,6.6,23200,1.5,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,29.6,30000,2.76,BRL,1,2022-5-7
VIIA3,VIA3E,OP,P,15,393300,9.74,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,20.06,11100,8.97,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,20.5,17800,1.92,BRL,1,2022-1-1
EGIE1,EGE3E,OP,P,40.5,5000,2.13,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,19.98,-18600,0.48,BRL,1,2021-7-12
XLF,XLF,ST,,,0,37.54,USD,1,
VIIA3,VIA3E,OP,P,8.7,27200,3.45,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,6.7,-14300,0.04,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,47.5,-12700,7.51,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,50.47,-17600,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,65.97,40100,2.3,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,30.48,-3300,0.61,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,21.24,-8800,8.45,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,9.89,200700,0.45,BRL,1,2022-1-1
BRML3,BRM3A,OP,C,8.4,30400,0.12,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,35.87,8400,4.52,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,7.2,-5700,0.66,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8.6,-363400,0.09,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,88.47,-98100,0.33,BRL,1,2022-1-1
UNP,UNP,ST,,,2250,233.25,USD,1,
USIM5,USIME,OP,P,18.82,-100,5.34,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,46.5,7400,7.09,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,20,200,0.55,BRL,1,2022-1-1
GGBR4,GGB4E,OP,P,25.28,53100,1.18,BRL,1,2022-1-1
JBSS3,JBS3A,OP,C,33.98,-100,1.26,BRL,1,2021-7-12
LELEC,LELEC,ST,,,2670,93,USD,1,
VALE3,VAL3E,OP,C,84.97,10200,0.08,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,107.47,100,36.81,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,21.5,-200,0.73,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,23.74,-64500,0.59,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,21.73,4000,1.08,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,4.7,200,0.16,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,10.1,5700,0.35,BRL,1,2022-1-1
ITSA4,ITSAE,OP,P,14.72,3000,5.04,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,36.55,-9300,3.95,BRL,1,2021-7-12
CMIG4,CMG4E,OP,P,14.5,11400,1.55,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,8.5,-14400,0.01,BRL,1,2021-7-12
AMZ,AMZN,OP,P,3120,100,14.95,USD,100,2021-7-12
CIEL3,CIL3A,OP,C,2.06,-42500,0.08,BRL,1,2021-7-12
PETR3,PTR3A,OP,C,31,-9600,1.57,BRL,1,2022-1-1
ITSA4,ITSAA,OP,C,11.22,41000,0.01,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,21,-65400,0.78,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,16.5,73700,0.26,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,34.99,1300,0.04,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,19.48,2000,1.2,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,24.66,-500,0.06,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8.2,-15300,0.16,BRL,1,2021-7-12
GGBR4,GGB4E,OP,C,27.65,63600,0.46,BRL,1,2021-7-12
PETR3,PTR3E,OP,P,29,-12000,0.98,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,10.75,-1600,0.01,BRL,1,2022-1-1
USIM5,USIM5,ST,,,-518300,13.43,BRL,1,
BRKM5,BRK5A,OP,C,48,7100,7.15,BRL,1,2022-1-1
EQTL3,EQT3E,OP,P,24.03,91100,1.48,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,32.6,284400,0.65,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,11,155000,5.76,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,42.88,-100,0.07,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,24.5,-1500,2.89,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,46.5,-10000,8.25,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,30.85,-12200,2.28,BRL,1,2022-1-1
ELET6,ELE6E,OP,P,35.5,12000,3.79,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,18.74,-100,3.93,BRL,1,2022-1-1
ELET3,ELE3E,OP,P,36.05,10000,3.7,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,27.62,-16200,0.17,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,5.2,95900,0.4,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,38.47,-1000,0.01,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,21.6,14400,8.31,BRL,1,2022-1-1
YDUQ3,YDU3E,OP,P,20,-1700,0.98,BRL,1,2022-1-1
BRAP4,BRA4A,OP,C,44.66,4200,5.73,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,32.99,420400,0.14,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,19.81,65000,8.72,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,18,-6000,0.52,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,5.5,17100,0.2,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,25.5,-4300,0.03,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,48,-3200,4.1,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,10,100,0.51,BRL,1,2023-0-1
USIM5,USIMA,OP,C,18.96,-100,0.08,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,23.74,1500,16.77,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,65.47,12000,7.63,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,29.41,3000,9.46,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,45,-3700,0.37,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,17.73,-30500,0.15,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,51,1200,2.44,BRL,1,2022-1-1
BBDC4,BDC4A,OP,C,25.05,-25730,0.06,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,16.68,-52520,0.05,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,32.74,26900,3.31,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,9.54,-32400,0.52,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,8.89,16400,0.08,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,50.63,34100,1.41,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,6.4,-60400,0.19,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,17.5,193800,1.69,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,8.1,-1000,0.01,BRL,1,2021-7-12
VIVT3,VVI3E,OP,C,50.13,-100,0.86,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,19.57,-44300,0.01,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,56,10400,4.36,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,33.1,32600,3.84,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,46,-10000,1.33,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,26.65,30900,0.82,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,71.47,100600,2.13,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,31.6,-62900,0.94,BRL,1,2022-1-1
UGPA3,UGP3E,OP,P,13.8,2700,0.49,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,23.4,-22800,3.07,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,33.98,-11700,1.14,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,35.55,3600,3.06,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,29.62,19900,2.18,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,20.16,-79400,0.12,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,24.5,100,0.83,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,49,6900,6.46,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,82.47,28600,0.87,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,35.24,-239100,0.04,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,9.69,88700,0.04,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,13,-29700,0.39,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,26,24290,6.07,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,129.47,-1000,0.01,BRL,1,2022-1-1
BRAP4,BRA4E,OP,C,52.16,-3100,0.89,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,8.95,-5000,2.29,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,4.85,-76800,0.52,BRL,1,2021-7-12
ESCOQ,QQQ,OP,P,330,250,0.765,USD,100,2021-7-12
CSNA3,CSN3E,OP,P,22,10200,1.87,BRL,1,2022-1-1
ELET6,ELE6A,OP,C,36.5,-5000,0.12,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,40.21,4000,8.47,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,18,76600,0.16,BRL,1,2022-1-1
VBBR3,VBB3E,OP,P,23.72,-28600,2.56,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,8.99,-500,0.2,BRL,1,2022-1-1
YDUQ3,YDU3E,OP,P,23,3100,2.45,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,16,6000,10.6,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,32.5,-100,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,6.6,74400,0.04,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,5.99,5000,0.33,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,19,14200,1.37,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,37.47,-5100,0.01,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,15.99,6200,13.67,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,126,-18601,28.41,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,133.47,-100,0.01,BRL,1,2022-1-1
MRFG3,MRF3A,OP,C,23.1,5300,0.43,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,5.3,-61700,0.4,BRL,1,2021-7-12
VBBR3,VBB3E,OP,P,22.5,104000,1.84,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,22.5,-4600,1.66,BRL,1,2022-1-1
USIM5,USIMA,OP,C,21.82,-227500,0.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,9,83100,3.74,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,22.5,-12000,1.5,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,17.82,-401200,1.93,BRL,1,2021-7-12
PETR3,PTR3A,OP,C,31.5,-5600,1.36,BRL,1,2022-1-1
BRFS3,BRF3E,OP,P,23.5,33000,4.21,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,23.5,15000,0.79,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,25,8600,6.64,BRL,1,2021-7-12
VIVT3,VVI3A,OP,C,52.63,5500,0.18,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,66.61,-15400,4.07,BRL,1,2022-4-4
MGLU3,MGL3A,OP,C,14.99,-270100,0.02,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,18.99,38900,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,7.4,-62200,0.02,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,19.74,-100,0.01,BRL,1,2021-7-12
USIM5,USIME,OP,C,18.21,-200,0.11,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,5.72,-16500,0.46,BRL,1,2022-8-2
MRFG3,MRF3E,OP,P,28.1,30000,6.18,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,26,-47900,0.01,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,33.55,-10000,0.88,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,34.98,-6600,1.7,BRL,1,2021-7-12
EGIE1,EGE3E,OP,P,39,20600,1.02,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,12.5,32600,7.25,BRL,1,2021-7-12
LRCX,LRCX,OP,P,615,100,4.05,USD,100,2021-7-12
BBAS3,BBASA,OP,C,32.21,-10800,1.41,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,10.56,3200,0.26,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,14.75,18600,9.37,BRL,1,2022-1-1
VBBR3,VBBR3,ST,,,71500,21.17,BRL,1,
VIIA3,VIA3E,OP,C,7.5,-7200,0.07,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,25.3,5000,5.2,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,27.37,-7000,0.15,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,34.55,-2800,2.25,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,9.2,-100,0.01,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8.2,27100,0.36,BRL,1,2022-1-1
USIM5,USIME,OP,C,12.57,-1000,1.26,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,31.22,1500,4.33,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,17.07,2200,1.25,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,23.25,-12200,0.25,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,22.23,70500,0.85,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,87.47,-63900,16.56,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,15.6,9300,4.41,BRL,1,2022-1-1
BBSE3,BBS3A,OP,C,20.48,-31700,0.52,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,34.05,8400,1.89,BRL,1,2021-7-12
EMBR3,EMB3E,OP,P,21,11600,3.18,BRL,1,2022-1-1
JBSS3,JBS3A,OP,C,43.48,5300,0.01,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,33.05,8900,1.98,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,10,100,0.13,BRL,1,2022-0-5
MGLU3,MGL3E,OP,C,13.99,-11200,0.01,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,28.12,-16600,3.45,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,127,899,28.34,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,71.21,-1000,6.67,BRL,1,2022-5-7
BBDC4,BDC4E,OP,C,26,4300,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,77.61,7800,9.51,BRL,1,2022-4-4
0QF,MRNA,OP,P,257.5,90,3.505,USD,100,2021-7-12
USIM5,USIME,OP,P,17.82,-270000,4.35,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,39.49,1400,9.78,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,7.5,19600,2.31,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,101.61,-1100,28.6,BRL,1,2022-4-4
CSNA3,CSN3E,OP,P,27.23,-28400,5.59,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8.6,-23200,0.25,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,37,-59400,0.01,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,32.71,-11800,1.2,BRL,1,2022-1-1
YDUQ3,YDU3A,OP,C,22,-71700,1.93,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,23,27500,0.09,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,33.62,60400,0.3,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,7.99,-6600,0.39,BRL,1,2022-1-1
JBSS3,JBSS3,ST,,,600,33.98,BRL,1,
JBSS3,JBS3E,OP,P,35.73,-1700,2.21,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,85.97,600,0.07,BRL,1,2021-7-12
TAE11,TAE1A,OP,C,36,-7400,0.68,BRL,1,2021-7-12
BBDC3,BDC3A,OP,C,17.49,-4800,0.73,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,14.24,40000,7.3,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,10.25,7900,5.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,10.81,-80200,0.35,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,24.64,9750,4.72,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,11.99,1900,4.98,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,27.15,33100,0.62,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,26.41,102600,4.09,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,32,300,0.01,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,35.23,-100,0.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,12.5,14200,7.15,BRL,1,2022-1-1
HYPE,HYPE,ST,,,46000,26.8,BRL,1,
VALE3,VAL3A,OP,C,62.47,2700,9.88,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,35.12,-8100,0.12,BRL,1,2021-7-12
EQTL3,EQT3E,OP,P,23.53,15000,1.11,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,28.24,30000,5.7,BRL,1,2022-1-1
CSNA3,CSN3E,OP,C,24.48,28300,0.25,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,29,3700,0.01,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,24,29600,0.06,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,21.66,-2100,2.03,BRL,1,2022-1-1
CSNA3,CSN3E,OP,P,19.48,-26800,0.37,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,65.47,-200,5.35,BRL,1,2022-6-12
BBAS3,BBASE,OP,C,27.37,-300,4.13,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,26.99,72200,2.91,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,83.97,67900,0.69,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,7.3,13000,2.08,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,21,-24400,2.25,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,20.5,47300,0.02,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,101.47,-18200,30.04,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,26.91,84120,6.97,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,15.41,2200,0.12,BRL,1,2021-7-12
EMBR3,EMB3E,OP,P,29,100,10.59,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,2.46,244900,0.45,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,118,-37067,0.1,BRL,1,2022-1-1
BBSE3,BBS3E,OP,P,17.98,100,0.04,BRL,1,2021-7-12
ESCOQ,QQQ,OP,P,367,-250,3.885,USD,100,2021-7-12
VIIA3,VIA3E,OP,P,13,80400,7.75,BRL,1,2021-7-12
RADL3,RAL3A,OP,C,24.4,4000,0.31,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,29.24,4000,6.68,BRL,1,2022-1-1
EGIE1,EGE3A,OP,C,41.5,17000,0.34,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,4.5,-29600,0.12,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,9.01,-36100,1.85,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,18.41,26900,5.17,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,11.49,1600,0.05,BRL,1,2022-1-1
BBDC3,BDC3E,OP,P,16.61,9900,0.39,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,7.49,1400,0.85,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,30.96,7300,1.33,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,12.56,-80500,1.56,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,9.74,242000,0.4,BRL,1,2022-1-1
ITUB4,ITB4E,OP,C,26.49,21600,0.1,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,27.35,4800,3.22,BRL,1,2022-1-1
LAME4,LAM4E,OP,P,6.6,3000,1.56,BRL,1,2022-1-1
MGLU3,MGL3E,OP,C,18.99,17600,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,24.41,2280,4.5,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,24.6,-22200,2.8,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,29.87,-9000,0.5,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,19.5,42500,0.57,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,21.07,-1000,0.01,BRL,1,2021-7-12
BBSE3,BBS3E,OP,C,23.75,-600,0.18,BRL,1,2022-8-2
VIIA3,VIA3E,OP,P,9.4,8500,4.16,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,31.12,-13800,0.92,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,87.97,-9300,0.05,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,89,81456,1.45,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,9.29,178200,2.41,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,13.24,-10800,0.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,6.6,-99200,1.41,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,120,6559,21.49,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,8.79,96600,1.93,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,24.87,1100,0.03,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,30.21,11600,1.05,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,109.47,-29900,37.9,BRL,1,2022-1-1
EGIE1,EGE3A,OP,C,37.5,-100,1.39,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,33.6,-66700,0.45,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,16.9,10000,1.34,BRL,1,2022-8-2
ABBV,ABBV,OP,P,110,300,2.62,USD,100,2022-1-1
EMBR3,EMB3A,OP,C,17,500,5.77,BRL,1,2023-0-1
EMBR3,EMB3A,OP,C,20.5,21400,0.33,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,19.84,86300,0.97,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,16.75,3000,1.15,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,34.23,8300,1.27,BRL,1,2021-7-12
EQTL3,EQT3E,OP,P,23.03,35000,0.8,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,13.5,-10000,0.01,BRL,1,2021-7-12
SANB1,SAN1A,OP,C,33.2,100,0.8,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,21.73,2700,1.12,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,15.74,-1300,8.8,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,8.49,-30500,0.28,BRL,1,2022-1-1
BBSE3,BBS3E,OP,P,18.48,8700,0.07,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,31.9,5000,0.02,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,19.5,-37400,0.72,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,10.79,33600,0.76,BRL,1,2022-1-1
SANB1,SAN1E,OP,P,35.2,30000,2.78,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,23.91,31800,4,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,16.15,-200,0.97,BRL,1,2022-8-2
VIIA3,VIA3A,OP,C,8.2,-39900,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,48.21,24000,1.01,BRL,1,2022-5-7
ELET6,ELE6E,OP,P,40,-18000,7.8,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,50,3500,1.31,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,34,16000,1.17,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,25.5,-9000,7.13,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,22,-20400,1.39,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,31.99,-301100,0.26,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,29.53,1700,3.61,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,92,-3499,6.31,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,34.62,800,3.36,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,22.5,25600,1.7,BRL,1,2022-1-1
MULT3,MUL3E,OP,P,20,-31200,1.24,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,18.48,26300,0.22,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,26.37,-37700,0.08,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,23.5,3100,0.28,BRL,1,2021-7-12
SQ,SQ,ST,,,,194.5,USD,1,
ABEV3,ABV3E,OP,P,17.25,1000,1.5,BRL,1,2022-1-1
CMIG4,CMG4A,OP,C,12.5,11200,0.7,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,16.25,100,10.85,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,30.46,-15200,1.14,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,7.69,-4300,0.24,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,18.1,-1100,0.14,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,22.74,331500,1.17,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,66.47,7000,2.45,BRL,1,2022-1-1
GOAU4,GOA4E,OP,P,10.51,146700,0.29,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,19.1,-100,0.01,BRL,1,2022-1-1
MRFG3,MRF3A,OP,C,26.5,-5000,0.24,BRL,1,2022-1-1
XLV,XLV,OP,P,129.33,-300,3.55,USD,100,2022-1-1
JBSS3,JBS3A,OP,C,34.48,-7800,1.88,BRL,1,2022-1-1
ESCOQ,QQQ,OP,P,354,-250,2.155,USD,100,2021-7-12
MGLU3,MGL3E,OP,P,9.69,-31700,2.79,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,8.51,-60000,2.33,BRL,1,2021-7-12
PETR3,PTR3E,OP,P,30,-22000,1.35,BRL,1,2022-1-1
GGBR4,GGB4A,OP,C,26.4,140300,0.94,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,85.97,77000,0.5,BRL,1,2022-1-1
B3SA3,B3SAE,OP,C,18.98,-800,0.01,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,9.29,9200,2.42,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,28.71,-83900,0.65,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,17.49,37200,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,15.5,-9400,0.01,BRL,1,2022-1-1
BRML3,BRM3A,OP,C,9,-3100,0.06,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,16,3500,0.01,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,23.5,12500,2.14,BRL,1,2021-7-12
USIM5,USIMA,OP,C,17.32,7400,0.03,BRL,1,2021-7-12
